light_id,location,status,wattage,installation_date,last_maintenance,neighborhood_id
SL-0024,POINT (77.511049327024 12.815658234286133),operational,200,2019-08-01,2021-03-27 12:00:00,NH-001
SL-0025,POINT (77.51520979652898 12.818002287601969),operational,150,2024-01-11,2025-02-23 12:00:00,NH-001
SL-0026,POINT (77.51221892896147 12.816350559381862),operational,250,2020-03-07,2021-10-20 12:00:00,NH-001
SL-0027,POINT (77.51524247482048 12.817629495456428),operational,250,2018-03-24,2021-05-31 12:00:00,NH-001
SL-0028,POINT (77.50894596312635 12.812794560979837),operational,100,2019-02-10,2019-03-12 12:00:00,NH-001
SL-0029,POINT (77.50768970156933 12.811698440437688),operational,150,2020-11-04,2022-08-11 12:00:00,NH-001
SL-0030,POINT (77.50774069939094 12.81164620397859),operational,100,2018-02-02,2024-11-26 12:00:00,NH-001
SL-0031,POINT (77.50806448952376 12.812196876433331),maintenance_required,200,2019-01-28,2023-02-22 12:00:00,NH-001
SL-0032,POINT (77.51231242013534 12.816392499998873),operational,200,2016-11-29,2024-09-08 12:00:00,NH-001
SL-0033,POINT (77.51671136092799 12.818569824582005),operational,150,2020-02-16,2024-06-29 12:00:00,NH-001
SL-0034,POINT (77.50768761434145 12.813801645488905),operational,250,2021-08-24,2022-06-27 12:00:00,NH-001
SL-0035,POINT (77.51009715851316 12.815104486404882),operational,200,2021-02-21,2022-11-24 12:00:00,NH-001
SL-0036,POINT (77.51464652151891 12.817653342324078),operational,150,2022-04-13,2025-02-18 12:00:00,NH-001
SL-0037,POINT (77.50829104896403 12.812340855975059),operational,200,2023-05-17,2023-09-21 12:00:00,NH-001
SL-0038,POINT (77.51170752894377 12.814797976959493),operational,100,2017-03-06,2020-05-17 12:00:00,NH-001
SL-0039,POINT (77.5177916838431 12.819171560910327),operational,200,2020-03-26,2020-06-08 12:00:00,NH-001
SL-0040,POINT (77.507924474587 12.811868105949332),operational,150,2022-06-28,2025-10-07 12:00:00,NH-001
SL-0041,POINT (77.51562705477168 12.817999251868304),operational,150,2021-05-02,2021-09-14 12:00:00,NH-001
SL-0042,POINT (77.51422506955657 12.816852503505165),operational,250,2018-03-02,2020-12-18 12:00:00,NH-001
SL-0043,POINT (77.5087376454396 12.812950862632393),operational,100,2016-09-24,2023-01-05 12:00:00,NH-001
SL-0044,POINT (77.5082095318965 12.814077386913928),operational,200,2019-10-08,2024-08-11 12:00:00,NH-001
SL-0045,POINT (77.5157715635443 12.817884027782252),operational,100,2024-08-05,2025-01-03 12:00:00,NH-001
SL-0046,POINT (77.51174283371165 12.816011388432788),faulty,200,2019-01-08,2024-11-28 12:00:00,NH-001
SL-0047,POINT (77.509771817562 12.813200123516822),operational,200,2016-12-28,2021-09-22 12:00:00,NH-001
SL-0048,POINT (77.51575097864779 12.81802573910019),operational,250,2020-10-15,2021-03-24 12:00:00,NH-001
SL-0049,POINT (77.5166281607772 12.818419723474946),operational,250,2024-09-07,2024-12-27 12:00:00,NH-001
SL-0050,POINT (77.51661639212233 12.818406798014289),operational,100,2023-07-14,2025-06-06 12:00:00,NH-001
SL-0051,POINT (77.51515408787726 12.81767514464658),operational,100,2024-10-18,2025-09-14 12:00:00,NH-001
SL-0052,POINT (77.50738940180625 12.811882644125413),operational,100,2017-09-17,2021-08-19 12:00:00,NH-001
SL-0053,POINT (77.50737489582582 12.811159439658553),operational,200,2017-07-29,2025-09-14 12:00:00,NH-001
SL-0054,POINT (77.5096927580041 12.813643551917837),operational,200,2018-11-12,2022-10-06 12:00:00,NH-001
SL-0055,POINT (77.51568121948085 12.8182592833223),operational,250,2022-11-26,2025-03-10 12:00:00,NH-001
SL-0056,POINT (77.51136387712644 12.814533293403636),operational,200,2019-10-03,2023-01-20 12:00:00,NH-001
SL-0057,POINT (77.51630566674314 12.818276222483878),operational,100,2021-09-02,2023-03-26 12:00:00,NH-001
SL-0058,POINT (77.54313963056501 12.824768110062466),operational,250,2019-05-20,2024-10-26 12:00:00,NH-002
SL-0059,POINT (77.53695372845485 12.813353643320355),maintenance_required,150,2020-11-17,2021-07-05 12:00:00,NH-002
SL-0060,POINT (77.54099717411685 12.816431030118622),faulty,250,2020-07-31,2021-10-02 12:00:00,NH-002
SL-0061,POINT (77.54008384317403 12.816900064823399),operational,100,2020-11-01,2021-03-18 12:00:00,NH-002
SL-0062,POINT (77.53625257192854 12.814730682319064),operational,100,2020-04-13,2023-05-08 12:00:00,NH-002
SL-0063,POINT (77.53716503929547 12.812699243621887),operational,250,2020-11-16,2022-05-23 12:00:00,NH-002
SL-0064,POINT (77.53727711225824 12.815153585469778),operational,200,2021-12-09,2022-02-22 12:00:00,NH-002
SL-0065,POINT (77.54115788594214 12.817145733075101),operational,200,2023-12-20,2025-03-04 12:00:00,NH-002
SL-0066,POINT (77.52650276871304 12.81437596501355),operational,100,2024-08-04,2025-02-25 12:00:00,NH-002
SL-0067,POINT (77.54018112287793 12.822698901580843),operational,200,2020-03-10,2024-03-19 12:00:00,NH-002
SL-0068,POINT (77.53833471600409 12.816430921008498),operational,250,2023-06-18,2023-08-19 12:00:00,NH-002
SL-0069,POINT (77.53771479879254 12.813617468698162),maintenance_required,250,2023-02-25,2025-09-02 12:00:00,NH-002
SL-0070,POINT (77.53733852425016 12.814524733843696),operational,100,2024-01-26,2025-08-13 12:00:00,NH-002
SL-0071,POINT (77.54182770785478 12.821692156670329),operational,200,2018-01-08,2022-12-21 12:00:00,NH-002
SL-0072,POINT (77.54092396745759 12.818573265255989),faulty,150,2024-07-28,2025-04-23 12:00:00,NH-002
SL-0073,POINT (77.53733189901084 12.814811478493269),maintenance_required,200,2019-05-11,2022-05-24 12:00:00,NH-002
SL-0074,POINT (77.53841017101537 12.814290777394069),operational,200,2024-01-29,2025-02-03 12:00:00,NH-002
SL-0075,POINT (77.54093196753958 12.816719795945476),operational,100,2017-01-26,2023-09-29 12:00:00,NH-002
SL-0076,POINT (77.53906167074219 12.813609515149237),operational,200,2019-09-08,2025-04-01 12:00:00,NH-002
SL-0077,POINT (77.54166052580058 12.820551131792323),operational,150,2019-02-04,2019-03-25 12:00:00,NH-002
SL-0078,POINT (77.5392045164422 12.815649184896213),operational,200,2021-06-16,2025-04-08 12:00:00,NH-002
SL-0079,POINT (77.53922584157945 12.822767958544947),operational,250,2019-11-08,2024-04-01 12:00:00,NH-002
SL-0080,POINT (77.54167541980985 12.820448623641786),faulty,200,2020-02-08,2022-07-27 12:00:00,NH-002
SL-0081,POINT (77.5418186760083 12.824179472521731),operational,100,2017-09-23,2025-10-28 12:00:00,NH-002
SL-0082,POINT (77.53916749081205 12.813029300053419),faulty,200,2022-02-16,2025-10-17 12:00:00,NH-002
SL-0083,POINT (77.5417808468817 12.818957827399103),operational,150,2017-01-22,2021-07-01 12:00:00,NH-002
SL-0084,POINT (77.5374241207481 12.821428969460827),operational,250,2018-12-19,2021-10-06 12:00:00,NH-002
SL-0085,POINT (77.53107478532755 12.81738310861139),operational,100,2021-09-22,2023-08-08 12:00:00,NH-002
SL-0086,POINT (77.54449084692223 12.826062564609266),maintenance_required,150,2019-12-02,2023-11-05 12:00:00,NH-002
SL-0087,POINT (77.53893800348709 12.815059869013329),operational,150,2020-06-20,2023-03-08 12:00:00,NH-002
SL-0088,POINT (77.54056658041401 12.81537889944481),operational,150,2016-10-13,2022-12-09 12:00:00,NH-002
SL-0089,POINT (77.53591424547223 12.82041182431152),operational,200,2019-07-21,2020-06-20 12:00:00,NH-002
SL-0090,POINT (77.53794815967265 12.815567283041398),operational,200,2023-09-17,2023-11-20 12:00:00,NH-002
SL-0091,POINT (77.53760134281679 12.814188478935472),operational,200,2019-08-13,2021-12-29 12:00:00,NH-002
SL-0092,POINT (77.54182178977757 12.820591721019873),operational,200,2019-07-17,2024-09-10 12:00:00,NH-002
SL-0093,POINT (77.54249747316639 12.824676910027774),operational,100,2016-04-07,2017-01-29 12:00:00,NH-002
SL-0094,POINT (77.54244492778639 12.824313467810653),operational,100,2018-12-16,2023-07-10 12:00:00,NH-002
SL-0095,POINT (77.53192287409206 12.817879925926505),operational,150,2017-11-28,2022-06-07 12:00:00,NH-002
SL-0096,POINT (77.53522286909143 12.820257096936851),operational,150,2024-11-06,2025-09-02 12:00:00,NH-002
SL-0097,POINT (77.54121769370069 12.81941407600004),operational,100,2018-04-30,2024-07-01 12:00:00,NH-002
SL-0098,POINT (77.52822793965628 12.815616423474905),operational,250,2017-11-11,2019-12-27 12:00:00,NH-002
SL-0099,POINT (77.53894432725247 12.816985898395359),operational,100,2024-01-19,2024-10-26 12:00:00,NH-002
SL-0100,POINT (77.53867075159852 12.816305086713616),operational,200,2023-10-12,2024-08-07 12:00:00,NH-002
SL-0101,POINT (77.54120431914657 12.817311283776778),operational,250,2020-02-07,2021-02-14 12:00:00,NH-002
SL-0102,POINT (77.54455237424796 12.826513436559686),operational,200,2017-04-23,2023-11-27 12:00:00,NH-002
SL-0103,POINT (77.5647285270414 12.82636178210178),operational,150,2019-11-18,2023-07-20 12:00:00,NH-003
SL-0104,POINT (77.56349685724251 12.82078454664586),operational,250,2017-09-08,2025-04-27 12:00:00,NH-003
SL-0105,POINT (77.57525756469137 12.817138350791065),operational,100,2018-04-19,2018-07-09 12:00:00,NH-003
SL-0106,POINT (77.56348333724117 12.819716820152987),faulty,100,2016-08-19,2016-12-16 12:00:00,NH-003
SL-0107,POINT (77.56404875828348 12.823821848868276),operational,100,2020-12-13,2021-08-08 12:00:00,NH-003
SL-0108,POINT (77.56352372430544 12.82166937142868),operational,100,2020-06-25,2025-06-11 12:00:00,NH-003
SL-0109,POINT (77.55569069908617 12.829034559419673),operational,100,2015-12-26,2024-04-17 12:00:00,NH-003
SL-0110,POINT (77.57093292867653 12.827111479190714),operational,150,2018-04-06,2019-11-22 12:00:00,NH-003
SL-0111,POINT (77.57236761285641 12.826851986985226),operational,200,2017-02-09,2021-06-06 12:00:00,NH-003
SL-0112,POINT (77.55950396868333 12.824001715980407),operational,100,2017-02-12,2017-09-30 12:00:00,NH-003
SL-0113,POINT (77.5633999246607 12.828603544936948),operational,250,2024-01-28,2024-07-08 12:00:00,NH-003
SL-0114,POINT (77.56869421100625 12.82133503570639),operational,250,2018-12-17,2024-04-30 12:00:00,NH-003
SL-0115,POINT (77.57235535119106 12.825348999683504),operational,100,2023-06-09,2025-02-20 12:00:00,NH-003
SL-0116,POINT (77.56185321426528 12.820895837583203),operational,150,2022-09-22,2024-08-05 12:00:00,NH-003
SL-0117,POINT (77.5707366047882 12.821812074948703),operational,250,2019-04-28,2020-02-08 12:00:00,NH-003
SL-0118,POINT (77.55963284262826 12.821167344821655),operational,100,2019-11-17,2023-12-29 12:00:00,NH-003
SL-0119,POINT (77.57453254770513 12.817738511569685),operational,200,2023-07-23,2024-08-26 12:00:00,NH-003
SL-0120,POINT (77.56758779493227 12.82242592190327),operational,250,2020-07-03,2022-10-05 12:00:00,NH-003
SL-0121,POINT (77.55933375714201 12.825758446505091),maintenance_required,250,2018-10-31,2019-07-02 12:00:00,NH-003
SL-0122,POINT (77.56376728741832 12.831179137878545),faulty,150,2023-06-27,2023-12-05 12:00:00,NH-003
SL-0123,POINT (77.57055304395351 12.818910187824772),operational,250,2024-01-31,2025-07-22 12:00:00,NH-003
SL-0124,POINT (77.5701451499908 12.818002285259592),maintenance_required,150,2016-05-13,2022-05-28 12:00:00,NH-003
SL-0125,POINT (77.5656890103057 12.818697662786365),maintenance_required,200,2016-05-16,2023-11-03 12:00:00,NH-003
SL-0126,POINT (77.55891259566785 12.824393407874203),maintenance_required,150,2019-11-11,2020-05-25 12:00:00,NH-003
SL-0127,POINT (77.55988247632266 12.821838829205324),operational,250,2020-10-22,2021-09-24 12:00:00,NH-003
SL-0128,POINT (77.56652993017704 12.818165340869493),maintenance_required,250,2019-03-03,2023-06-27 12:00:00,NH-003
SL-0129,POINT (77.56590789082428 12.827593630230922),operational,100,2022-09-12,2023-02-04 12:00:00,NH-003
SL-0130,POINT (77.560750687425 12.826068501854659),operational,250,2020-04-04,2023-11-18 12:00:00,NH-003
SL-0131,POINT (77.55527462550423 12.829871167069841),operational,150,2016-06-27,2022-04-03 12:00:00,NH-003
SL-0132,POINT (77.55927064693545 12.827579061552438),operational,100,2022-09-26,2023-07-23 12:00:00,NH-003
SL-0133,POINT (77.56037534170932 12.82424552188026),faulty,100,2018-11-21,2025-01-21 12:00:00,NH-003
SL-0134,POINT (77.5718234513335 12.830686669106546),operational,200,2021-03-18,2023-08-11 12:00:00,NH-003
SL-0135,POINT (77.56965812698428 12.831309661849893),operational,250,2019-09-01,2021-01-25 12:00:00,NH-003
SL-0136,POINT (77.56271106933309 12.823995548296137),operational,250,2020-07-22,2022-07-15 12:00:00,NH-003
SL-0137,POINT (77.55852483098393 12.823003204268332),faulty,100,2023-06-26,2024-11-09 12:00:00,NH-003
SL-0138,POINT (77.57345811945511 12.823849851243935),operational,100,2017-04-13,2024-08-05 12:00:00,NH-003
SL-0139,POINT (77.56189159109756 12.8206712872766),operational,250,2021-12-27,2024-09-16 12:00:00,NH-003
SL-0140,POINT (77.57357923837972 12.821494522333325),operational,250,2022-11-27,2024-08-31 12:00:00,NH-003
SL-0141,POINT (77.57086119990362 12.827394365283974),operational,150,2016-02-07,2022-07-06 12:00:00,NH-003
SL-0142,POINT (77.5690426458961 12.826519889823903),operational,250,2019-05-14,2023-12-22 12:00:00,NH-003
SL-0143,POINT (77.56825473101729 12.825525678032966),operational,200,2019-06-24,2023-03-13 12:00:00,NH-003
SL-0144,POINT (77.55673279451922 12.8241863690682),operational,100,2018-05-19,2019-09-16 12:00:00,NH-003
SL-0145,POINT (77.5632375607184 12.830518738547742),operational,200,2020-01-22,2020-12-31 12:00:00,NH-003
SL-0146,POINT (77.57280100407681 12.826559637695855),operational,150,2023-07-08,2025-10-10 12:00:00,NH-003
SL-0147,POINT (77.55871415807822 12.826144832555995),operational,200,2022-02-24,2023-10-11 12:00:00,NH-003
SL-0148,POINT (77.56871701351557 12.824983495681861),operational,250,2024-08-18,2025-04-15 12:00:00,NH-003
SL-0149,POINT (77.56444056867092 12.82817974121147),maintenance_required,200,2024-12-02,2025-06-25 12:00:00,NH-003
SL-0150,POINT (77.5621377736636 12.819280361541326),operational,250,2020-07-03,2023-01-12 12:00:00,NH-003
SL-0151,POINT (77.56964508330161 12.821100512264241),maintenance_required,250,2018-12-04,2024-01-14 12:00:00,NH-003
SL-0152,POINT (77.55881278203071 12.81903184007099),maintenance_required,150,2022-11-01,2023-09-13 12:00:00,NH-003
SL-0153,POINT (77.57216294196466 12.82772215870921),faulty,200,2016-12-13,2021-12-08 12:00:00,NH-003
SL-0154,POINT (77.55966470235556 12.823578816205998),maintenance_required,150,2020-09-09,2024-03-15 12:00:00,NH-003
SL-0155,POINT (77.56427479777152 12.82440402942195),maintenance_required,250,2016-09-24,2020-12-19 12:00:00,NH-003
SL-0156,POINT (77.56736474471948 12.827741284848866),operational,250,2019-08-05,2022-09-26 12:00:00,NH-003
SL-0157,POINT (77.55960556088499 12.823954290760648),operational,100,2017-09-08,2021-11-30 12:00:00,NH-003
SL-0158,POINT (77.56961607458109 12.82328766101925),operational,200,2018-09-16,2025-01-09 12:00:00,NH-003
SL-0159,POINT (77.55853291147733 12.828039403521323),operational,250,2022-03-06,2023-11-04 12:00:00,NH-003
SL-0160,POINT (77.56388757390201 12.821367293953383),operational,200,2017-06-04,2022-04-16 12:00:00,NH-003
SL-0161,POINT (77.56613104102233 12.821024407269986),operational,150,2020-10-02,2021-05-17 12:00:00,NH-003
SL-0162,POINT (77.56340094288808 12.826567241717152),operational,200,2022-06-04,2025-05-13 12:00:00,NH-003
SL-0163,POINT (77.60000411770143 12.818615363640971),operational,250,2018-12-22,2021-03-25 12:00:00,NH-004
SL-0164,POINT (77.59588204187466 12.82042229131053),operational,150,2022-10-03,2024-12-15 12:00:00,NH-004
SL-0165,POINT (77.60070644155635 12.819382840642895),operational,100,2016-09-17,2021-09-04 12:00:00,NH-004
SL-0166,POINT (77.58214191197209 12.828911597983264),operational,150,2023-04-14,2023-10-25 12:00:00,NH-004
SL-0167,POINT (77.59398522836808 12.818715445503528),operational,200,2020-02-28,2021-09-03 12:00:00,NH-004
SL-0168,POINT (77.59616893235737 12.830522965605077),maintenance_required,100,2023-04-08,2023-05-09 12:00:00,NH-004
SL-0169,POINT (77.5982183247789 12.814872626771995),faulty,250,2016-12-13,2020-05-13 12:00:00,NH-004
SL-0170,POINT (77.59358207717295 12.815088133768878),operational,150,2021-03-08,2025-03-29 12:00:00,NH-004
SL-0171,POINT (77.59522522347594 12.817893636951709),operational,200,2021-06-06,2022-06-08 12:00:00,NH-004
SL-0172,POINT (77.59184592090452 12.829016290158533),operational,150,2018-04-17,2019-07-04 12:00:00,NH-004
SL-0173,POINT (77.59646946943101 12.828852756327386),operational,150,2022-09-14,2022-09-19 12:00:00,NH-004
SL-0174,POINT (77.59820073766811 12.823641271449244),operational,200,2019-07-17,2025-08-19 12:00:00,NH-004
SL-0175,POINT (77.59851032119585 12.832120889840683),operational,250,2024-06-25,2025-03-04 12:00:00,NH-004
SL-0176,POINT (77.5978177857062 12.830738278764928),operational,250,2021-04-21,2023-02-14 12:00:00,NH-004
SL-0177,POINT (77.58072904802962 12.828525709312654),operational,150,2024-02-15,2024-07-16 12:00:00,NH-004
SL-0178,POINT (77.59635101730197 12.831923330244978),operational,200,2017-12-06,2018-12-06 12:00:00,NH-004
SL-0179,POINT (77.59891584968689 12.81538675851307),operational,150,2022-05-13,2022-08-30 12:00:00,NH-004
SL-0180,POINT (77.59409722346079 12.817612073736035),operational,150,2021-08-10,2022-01-20 12:00:00,NH-004
SL-0181,POINT (77.59957973941569 12.816006177416622),maintenance_required,100,2015-12-18,2020-06-08 12:00:00,NH-004
SL-0182,POINT (77.59472832150381 12.815424921924059),operational,150,2016-04-21,2021-08-12 12:00:00,NH-004
SL-0183,POINT (77.59011729917167 12.829413287230535),operational,200,2022-11-28,2025-10-09 12:00:00,NH-004
SL-0184,POINT (77.59529057714056 12.82003130138982),operational,250,2024-04-12,2024-07-17 12:00:00,NH-004
SL-0185,POINT (77.59588648566861 12.83223052936337),operational,150,2015-12-16,2021-01-05 12:00:00,NH-004
SL-0186,POINT (77.59660772188563 12.83023554911759),operational,100,2018-11-11,2024-11-14 12:00:00,NH-004
SL-0187,POINT (77.59519478532543 12.820267755007198),operational,250,2017-04-23,2022-08-23 12:00:00,NH-004
SL-0188,POINT (77.60017017383656 12.82445923071536),operational,250,2021-10-24,2024-02-20 12:00:00,NH-004
SL-0189,POINT (77.5815076303019 12.829035409518939),operational,200,2019-08-04,2024-03-11 12:00:00,NH-004
SL-0190,POINT (77.59921682965879 12.825502049096208),operational,200,2018-01-01,2020-02-06 12:00:00,NH-004
SL-0191,POINT (77.6003502292172 12.820806173571247),operational,100,2018-06-10,2022-04-12 12:00:00,NH-004
SL-0192,POINT (77.59546323146971 12.813074512905066),operational,250,2021-03-14,2021-08-24 12:00:00,NH-004
SL-0193,POINT (77.59783726940806 12.829349829168791),faulty,100,2016-06-11,2017-03-18 12:00:00,NH-004
SL-0194,POINT (77.59972479337678 12.82089643718406),operational,150,2020-09-23,2021-07-19 12:00:00,NH-004
SL-0195,POINT (77.60011194079253 12.82426091536684),operational,150,2024-05-29,2025-01-12 12:00:00,NH-004
SL-0196,POINT (77.5988747009584 12.829832878358712),operational,200,2022-10-30,2023-03-04 12:00:00,NH-004
SL-0197,POINT (77.59246172240705 12.831367284786232),operational,150,2016-08-01,2019-02-14 12:00:00,NH-004
SL-0198,POINT (77.60012225644181 12.823230948168145),operational,150,2024-10-15,2025-05-12 12:00:00,NH-004
SL-0199,POINT (77.60073289190147 12.823753804225548),operational,150,2024-01-15,2024-11-13 12:00:00,NH-004
SL-0200,POINT (77.59183829101534 12.830131158056913),operational,250,2024-08-17,2025-06-28 12:00:00,NH-004
SL-0201,POINT (77.59396556427978 12.81960139082961),operational,250,2021-03-12,2025-07-25 12:00:00,NH-004
SL-0202,POINT (77.59764626124438 12.82193673345781),operational,200,2023-08-17,2023-12-30 12:00:00,NH-004
SL-0203,POINT (77.59990377322767 12.830245621213141),operational,250,2021-04-30,2025-03-12 12:00:00,NH-004
SL-0204,POINT (77.5887204253766 12.830654907625556),operational,100,2024-02-28,2024-07-13 12:00:00,NH-004
SL-0205,POINT (77.59979509789575 12.817985434744816),operational,250,2021-01-18,2025-06-08 12:00:00,NH-004
SL-0206,POINT (77.60030476078025 12.830758970172445),operational,200,2024-01-28,2024-05-09 12:00:00,NH-004
SL-0207,POINT (77.5894026942894 12.830221813667556),operational,100,2022-03-08,2025-10-14 12:00:00,NH-004
SL-0208,POINT (77.59513325065008 12.81459734309786),operational,250,2022-08-18,2023-08-04 12:00:00,NH-004
SL-0209,POINT (77.59842846033234 12.825053142663856),operational,150,2016-10-31,2020-08-17 12:00:00,NH-004
SL-0210,POINT (77.59282067415695 12.828739549027745),operational,200,2021-04-01,2024-05-08 12:00:00,NH-004
SL-0211,POINT (77.59405074313452 12.831126563441867),maintenance_required,150,2016-06-20,2025-04-29 12:00:00,NH-004
SL-0212,POINT (77.58440356495593 12.828664640295091),operational,250,2018-06-08,2022-03-14 12:00:00,NH-004
SL-0213,POINT (77.59818643366586 12.820397621044535),operational,100,2024-01-14,2025-03-19 12:00:00,NH-004
SL-0214,POINT (77.59392993290672 12.813151611949403),operational,100,2021-06-28,2024-03-30 12:00:00,NH-004
SL-0215,POINT (77.60096984758643 12.820459666567873),operational,150,2021-10-16,2023-03-30 12:00:00,NH-004
SL-0216,POINT (77.59522302529179 12.829755307904854),maintenance_required,150,2023-09-06,2025-04-28 12:00:00,NH-004
SL-0217,POINT (77.59782850817614 12.821422858221462),operational,250,2021-05-12,2021-09-26 12:00:00,NH-004
SL-0218,POINT (77.5945130691525 12.815042506242534),operational,200,2017-04-26,2019-12-18 12:00:00,NH-004
SL-0219,POINT (77.5983285429718 12.83263997356512),operational,200,2020-11-10,2022-07-21 12:00:00,NH-004
SL-0220,POINT (77.59360749058708 12.81289869194678),operational,250,2020-10-29,2025-11-01 12:00:00,NH-004
SL-0221,POINT (77.59833069038649 12.820874604791483),operational,150,2018-03-07,2018-08-12 12:00:00,NH-004
SL-0222,POINT (77.59408620827267 12.813134179513026),faulty,200,2021-03-04,2021-04-10 12:00:00,NH-004
SL-0223,POINT (77.59845285189095 12.817450637506074),operational,250,2020-07-25,2023-11-27 12:00:00,NH-004
SL-0224,POINT (77.59847936821627 12.823054453604813),operational,100,2017-04-09,2024-06-12 12:00:00,NH-004
SL-0225,POINT (77.59342882781444 12.830966843118363),operational,150,2021-09-10,2025-03-30 12:00:00,NH-004
SL-0226,POINT (77.5983360590298 12.822802129140046),maintenance_required,250,2020-10-10,2021-12-11 12:00:00,NH-004
SL-0227,POINT (77.59933549330869 12.819132078356889),operational,100,2022-12-18,2024-09-04 12:00:00,NH-004
SL-0228,POINT (77.59503591712702 12.821553189345304),operational,150,2018-01-18,2019-02-11 12:00:00,NH-004
SL-0229,POINT (77.59182785761772 12.829540020356495),maintenance_required,200,2020-07-10,2021-03-04 12:00:00,NH-004
SL-0230,POINT (77.5964909372269 12.81443295702322),operational,100,2021-10-06,2024-10-26 12:00:00,NH-004
SL-0231,POINT (77.60048405081079 12.819107598826612),operational,200,2016-11-10,2019-08-31 12:00:00,NH-004
SL-0232,POINT (77.59607275434048 12.821216398863914),operational,150,2021-08-23,2024-10-21 12:00:00,NH-004
SL-0233,POINT (77.59360766896158 12.81761373203278),operational,250,2021-01-09,2024-03-02 12:00:00,NH-004
SL-0234,POINT (77.59530435501179 12.829396852875638),operational,250,2016-05-16,2024-01-15 12:00:00,NH-004
SL-0235,POINT (77.59771743018013 12.816795430044237),operational,150,2019-11-26,2023-07-22 12:00:00,NH-004
SL-0236,POINT (77.58123749597473 12.82882033642688),operational,200,2017-10-06,2020-09-22 12:00:00,NH-004
SL-0237,POINT (77.5960821220067 12.83117392877378),operational,250,2023-04-02,2024-10-27 12:00:00,NH-004
SL-0238,POINT (77.59877805129791 12.821868365134158),faulty,200,2024-07-06,2025-10-20 12:00:00,NH-004
SL-0239,POINT (77.59671201394262 12.823226252781584),operational,100,2019-11-06,2022-11-22 12:00:00,NH-004
SL-0240,POINT (77.59441663516799 12.817994571553294),operational,200,2023-10-29,2025-01-15 12:00:00,NH-004
SL-0241,POINT (77.59426431933021 12.815933030825105),operational,250,2017-02-08,2021-03-23 12:00:00,NH-004
SL-0242,POINT (77.5947594826011 12.81333544473911),maintenance_required,150,2020-02-18,2023-12-19 12:00:00,NH-004
SL-0243,POINT (77.60011001404929 12.830074323566027),operational,150,2017-08-08,2021-04-16 12:00:00,NH-004
SL-0244,POINT (77.60025123968043 12.832592168078149),operational,200,2020-04-05,2022-04-11 12:00:00,NH-004
SL-0245,POINT (77.59474377816433 12.820441552293588),operational,200,2022-01-09,2025-06-03 12:00:00,NH-004
SL-0246,POINT (77.59522516987296 12.82165420513693),operational,100,2022-05-26,2023-12-04 12:00:00,NH-004
